,route,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute_1,Leg_fixRoute_1,fixRoute_2,Leg_fixRoute_2,fixRoute_3,Leg_fixRoute_3
19592,EDI-DSS,EDI,DSS,SEN,Africa,GBR,Europe,GBR-SEN,Europe-Africa,EDI,DSS,EDI->CDG->DSS,2,EDI->MAD->DSS,2,EDI->CDG->DSS,2
19593,EDI-DUB,EDI,DUB,IRL,Europe,GBR,Europe,GBR-IRL,Europe-Europe,EDI,DUB,EDI->DUB,1,EDI->DUB,1,EDI->DUB,1
19594,EDI-OTP,EDI,OTP,ROU,Europe,GBR,Europe,GBR-ROU,Europe-Europe,EDI,OTP,EDI->SXF->OTP,2,EDI->MXP->OTP,2,EDI->CRL->OTP,2
19595,EDI-BAH,EDI,BAH,BHR,Asia,GBR,Europe,GBR-BHR,Europe-Asia,EDI,BAH,EDI->CDG->BAH,2,EDI->HAM->CDG->BAH,3,EDI->CDG->BAH,2
19596,EDI-KIX,EDI,KIX,JPN,Asia,GBR,Europe,GBR-JPN,Europe-Asia,EDI,KIX,EDI->AMS->KIX,2,EDI->MUC->KIX,2,EDI->ARN->HEL->KIX,3
19597,EDI-ARN,EDI,ARN,SWE,Europe,GBR,Europe,GBR-SWE,Europe-Europe,EDI,ARN,EDI->ARN,1,EDI->ARN,1,EDI->ARN,1
19598,EDI-KBP,EDI,KBP,UKR,Europe,GBR,Europe,GBR-UKR,Europe-Europe,EDI,KBP,EDI->CDG->KBP,2,EDI->SXF->BUD->KBP,3,EDI->FRA->KBP,2
19599,EDI-DME,EDI,DME,RUS,Europe,GBR,Europe,GBR-RUS,Europe-Europe,EDI,DME,EDI->ARN->DME,2,EDI->BCN->DME,2,EDI->ARN->DME,2
19600,EDI-HEL,EDI,HEL,FIN,Europe,GBR,Europe,GBR-FIN,Europe-Europe,EDI,HEL,EDI->CPH->HEL,2,EDI->TXL->HEL,2,EDI->BRU->HEL,2
19601,EDI-KEF,EDI,KEF,ISL,Europe,GBR,Europe,GBR-ISL,Europe-Europe,EDI,KEF,EDI->OSL->KEF,2,EDI->CPH->KEF,2,EDI->CPH->KEF,2
19602,EDI-ATH,EDI,ATH,GRC,Europe,GBR,Europe,GBR-GRC,Europe-Europe,EDI,ATH,EDI->GVA->ATH,2,EDI->MXP->ATH,2,EDI->CDG->ATH,2
19603,EDI-GVA,EDI,GVA,CHE,Europe,GBR,Europe,GBR-CHE,Europe-Europe,EDI,GVA,EDI->GVA,1,EDI->GVA,1,EDI->GVA,1
19604,EDI-SAW,EDI,SAW,TUR,Asia,GBR,Europe,GBR-TUR,Europe-Asia,EDI,SAW,EDI->MUC->SAW,2,EDI->AMS->SAW,2,EDI->CRL->SAW,2
19605,EDI-ZAG,EDI,ZAG,HRV,Europe,GBR,Europe,GBR-HRV,Europe-Europe,EDI,ZAG,EDI->FRA->ZAG,2,EDI->FRA->ZAG,2,EDI->CDG->ZAG,2
19606,EDI-BUD,EDI,BUD,HUN,Europe,GBR,Europe,GBR-HUN,Europe-Europe,EDI,BUD,EDI->BGY->BUD,2,EDI->MXP->BUD,2,EDI->TXL->BUD,2
19607,EDI-WAW,EDI,WAW,POL,Europe,GBR,Europe,GBR-POL,Europe-Europe,EDI,WAW,EDI->CPH->WAW,2,EDI->CDG->WAW,2,EDI->BRU->WAW,2
19608,EDI-CPH,EDI,CPH,DNK,Europe,GBR,Europe,GBR-DNK,Europe-Europe,EDI,CPH,EDI->CPH,1,EDI->CPH,1,EDI->CPH,1
19609,EDI-ORY,EDI,ORY,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,ORY,EDI->CPH->ORY,2,EDI->GVA->ORY,2,EDI->CPH->ORY,2
19610,EDI-LGG,EDI,LGG,BEL,Europe,GBR,Europe,GBR-BEL,Europe-Europe,EDI,LGG,EDI->DUB->LGG,2,EDI->DUB->LGG,2,EDI->DUB->LGG,2
19611,EDI-MMX,EDI,MMX,SWE,Europe,GBR,Europe,GBR-SWE,Europe-Europe,EDI,MMX,EDI->DUB->CGN->MMX,3,EDI->CDG->LGG->MMX,3,EDI->CPH->CGN->MMX,3
19612,EDI-ZIA,EDI,ZIA,RUS,Europe,GBR,Europe,GBR-RUS,Europe-Europe,EDI,ZIA,EDI->MUC->SVO->ALA->ZIA,4,EDI->FRA->ALA->ZIA,3,EDI->SXF->LED->ALA->ZIA,4
19613,EDI-CGN,EDI,CGN,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,CGN,EDI->CDG->CGN,2,EDI->BCN->CGN,2,EDI->DUB->CGN,2
19614,EDI-RIX,EDI,RIX,LVA,Europe,GBR,Europe,GBR-LVA,Europe-Europe,EDI,RIX,EDI->ARN->RIX,2,EDI->ARN->RIX,2,EDI->AMS->RIX,2
19615,EDI-DUS,EDI,DUS,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,DUS,EDI->CDG->DUS,2,EDI->AMS->DUS,2,EDI->AMS->DUS,2
19616,EDI-PHL,EDI,PHL,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,PHL,EDI->FRA->PHL,2,EDI->CDG->PHL,2,EDI->FRA->PHL,2
19617,EDI-TXL,EDI,TXL,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,TXL,EDI->TXL,1,EDI->TXL,1,EDI->TXL,1
19618,EDI-FAO,EDI,FAO,PRT,Europe,GBR,Europe,GBR-PRT,Europe-Europe,EDI,FAO,EDI->FAO,1,EDI->FAO,1,EDI->FAO,1
19619,EDI-GOT,EDI,GOT,SWE,Europe,GBR,Europe,GBR-SWE,Europe-Europe,EDI,GOT,EDI->AMS->GOT,2,EDI->MUC->GOT,2,EDI->FRA->GOT,2
19620,EDI-ALC,EDI,ALC,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,ALC,EDI->ALC,1,EDI->ALC,1,EDI->ALC,1
19621,EDI-SVQ,EDI,SVQ,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,SVQ,EDI->CDG->SVQ,2,EDI->DUB->CDG->SVQ,3,EDI->CRL->SVQ,2
19622,EDI-ALG,EDI,ALG,DZA,Africa,GBR,Europe,GBR-DZA,Europe-Africa,EDI,ALG,EDI->ALC->ALG,2,EDI->DUB->LGW->ALG,3,EDI->CDG->ALG,2
19623,EDI-AGP,EDI,AGP,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,AGP,EDI->AGP,1,EDI->AGP,1,EDI->AGP,1
19624,EDI-CRL,EDI,CRL,BEL,Europe,GBR,Europe,GBR-BEL,Europe-Europe,EDI,CRL,EDI->CRL,1,EDI->CRL,1,EDI->CRL,1
19625,EDI-BGY,EDI,BGY,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,BGY,EDI->BGY,1,EDI->BGY,1,EDI->BGY,1
19626,EDI-SXF,EDI,SXF,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,SXF,EDI->SXF,1,EDI->SXF,1,EDI->SXF,1
19627,EDI-HAM,EDI,HAM,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,HAM,EDI->HAM,1,EDI->HAM,1,EDI->HAM,1
19628,EDI-CIA,EDI,CIA,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,CIA,EDI->CIA,1,EDI->CIA,1,EDI->CIA,1
19629,EDI-HER,EDI,HER,GRC,Europe,GBR,Europe,GBR-GRC,Europe-Europe,EDI,HER,EDI->AMS->HER,2,EDI->AMS->HER,2,EDI->AMS->HER,2
19630,EDI-MRS,EDI,MRS,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,MRS,EDI->BRU->MRS,2,EDI->FRA->MRS,2,EDI->CDG->ALG->MRS,3
19631,EDI-LIN,EDI,LIN,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,LIN,EDI->BRU->LIN,2,EDI->CDG->LIN,2,EDI->CDG->LIN,2
19632,EDI-XRY,EDI,XRY,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,XRY,EDI->CPH->DUS->XRY,3,EDI->BCN->DUS->XRY,3,EDI->CPH->DUS->XRY,3
19633,EDI-EIN,EDI,EIN,NLD,Europe,GBR,Europe,GBR-NLD,Europe-Europe,EDI,EIN,EDI->BGY->EIN,2,EDI->FAO->EIN,2,EDI->DUB->EIN,2
19634,EDI-HAJ,EDI,HAJ,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,HAJ,EDI->CPH->LHR->HAJ,3,EDI->AMS->HAJ,2,EDI->AMS->HAJ,2
19635,EDI-STR,EDI,STR,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,STR,EDI->AMS->STR,2,EDI->MUC->ZRH->STR,3,EDI->AMS->STR,2
19636,EDI-LUX,EDI,LUX,LUX,Europe,GBR,Europe,GBR-LUX,Europe-Europe,EDI,LUX,EDI->GVA->LUX,2,EDI->AMS->LUX,2,EDI->FRA->LUX,2
19637,EDI-WMI,EDI,WMI,POL,Europe,GBR,Europe,GBR-POL,Europe-Europe,EDI,WMI,EDI->CRL->WMI,2,EDI->CRL->WMI,2,EDI->CRL->WMI,2
19638,EDI-POZ,EDI,POZ,POL,Europe,GBR,Europe,GBR-POL,Europe-Europe,EDI,POZ,EDI->CPH->POZ,2,EDI->CPH->POZ,2,EDI->CPH->POZ,2
19639,EDI-NUE,EDI,NUE,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,NUE,EDI->BGY->NUE,2,EDI->AMS->NUE,2,EDI->CIA->NUE,2
19640,EDI-DRS,EDI,DRS,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,DRS,EDI->AMS->DRS,2,EDI->CDG->AMS->DRS,3,EDI->AMS->DRS,2
19641,EDI-GDN,EDI,GDN,POL,Europe,GBR,Europe,GBR-POL,Europe-Europe,EDI,GDN,EDI->DUB->LTN->GDN,3,EDI->DUB->LTN->GDN,3,EDI->CDG->LTN->GDN,3
19642,EDI-IAD,EDI,IAD,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,IAD,EDI->BRU->IAD,2,EDI->FRA->IAD,2,EDI->BRU->IAD,2
19643,EDI-BOD,EDI,BOD,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,BOD,EDI->CRL->BOD,2,EDI->FRA->BOD,2,EDI->AMS->BOD,2
19644,EDI-IEV,EDI,IEV,UKR,Europe,GBR,Europe,GBR-UKR,Europe-Europe,EDI,IEV,EDI->HAM->VIE->IEV,3,EDI->MUC->WAW->IEV,3,EDI->SXF->VIE->IEV,3
19645,EDI-AOI,EDI,AOI,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,AOI,EDI->GVA->STN->AOI,3,EDI->CPH->STN->AOI,3,EDI->CDG->STN->AOI,3
19646,EDI-BRE,EDI,BRE,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,BRE,EDI->BRU->AMS->BRE,3,EDI->FRA->ZRH->BRE,3,EDI->AMS->BRE,2
19647,EDI-TLL,EDI,TLL,EST,Europe,GBR,Europe,GBR-EST,Europe-Europe,EDI,TLL,EDI->OSL->TLL,2,EDI->ARN->TLL,2,EDI->CPH->TLL,2
19648,EDI-LYS,EDI,LYS,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,LYS,EDI->AMS->LYS,2,EDI->FRA->LYS,2,EDI->MUC->LYS,2
19649,EDI-TLS,EDI,TLS,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,TLS,EDI->BCN->FRA->TLS,3,EDI->AMS->TLS,2,EDI->CRL->TLS,2
19650,EDI-QPA,EDI,QPA,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,QPA,EDI->MUC->QPA,2,EDI->FRA->QPA,2,EDI->FRA->QPA,2
19651,EDI-MXP,EDI,MXP,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,MXP,EDI->MXP,1,EDI->MXP,1,EDI->MXP,1
19652,EDI-JER,EDI,JER,JEY,Europe,GBR,Europe,GBR-JEY,Europe-Europe,EDI,JER,EDI->MXP->LGW->JER,3,EDI->HAM->LGW->JER,3,EDI->CDG->LPL->JER,3
19653,EDI-FLR,EDI,FLR,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,FLR,EDI->FRA->FLR,2,EDI->FRA->FLR,2,EDI->BRU->MUC->FLR,3
19654,EDI-GRZ,EDI,GRZ,AUT,Europe,GBR,Europe,GBR-AUT,Europe-Europe,EDI,GRZ,EDI->FRA->GRZ,2,EDI->MUC->GRZ,2,EDI->AMS->GRZ,2
19655,EDI-BRI,EDI,BRI,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,BRI,EDI->MUC->BRI,2,EDI->MUC->BRI,2,EDI->MUC->BRI,2
19656,EDI-PEG,EDI,PEG,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,PEG,EDI->MUC->STN->PEG,3,EDI->CPH->STN->PEG,3,EDI->BCN->STN->PEG,3
19657,EDI-LJU,EDI,LJU,SVN,Europe,GBR,Europe,GBR-SVN,Europe-Europe,EDI,LJU,EDI->AMS->LJU,2,EDI->AMS->LJU,2,EDI->AMS->LJU,2
19658,EDI-FNC,EDI,FNC,PRT,Europe,GBR,Europe,GBR-PRT,Europe-Europe,EDI,FNC,EDI->DUB->LGW->FNC,3,EDI->ORK->LGW->FNC,3,EDI->ORK->LGW->FNC,3
19659,EDI-CLT,EDI,CLT,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,CLT,EDI->MUC->CLT,2,EDI->FRA->CLT,2,EDI->MUC->CLT,2
19660,EDI-NOC,EDI,NOC,IRL,Europe,GBR,Europe,GBR-IRL,Europe-Europe,EDI,NOC,EDI->CDG->LTN->NOC,3,EDI->MUC->STN->NOC,3,EDI->AMS->LPL->NOC,3
19661,EDI-LED,EDI,LED,RUS,Europe,GBR,Europe,GBR-RUS,Europe-Europe,EDI,LED,EDI->ARN->LED,2,EDI->FRA->LED,2,EDI->AMS->LED,2
19662,EDI-IOM,EDI,IOM,IMN,Europe,GBR,Europe,GBR-IMN,Europe-Europe,EDI,IOM,EDI->DUB->IOM,2,EDI->DUB->IOM,2,EDI->DUB->IOM,2
19663,EDI-VKO,EDI,VKO,RUS,Europe,GBR,Europe,GBR-RUS,Europe-Europe,EDI,VKO,EDI->TXL->VKO,2,EDI->FRA->RIX->VKO,3,EDI->FRA->RIX->VKO,3
19664,EDI-EWR,EDI,EWR,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,EWR,EDI->EWR,1,EDI->EWR,1,EDI->EWR,1
19665,EDI-ORK,EDI,ORK,IRL,Europe,GBR,Europe,GBR-IRL,Europe-Europe,EDI,ORK,EDI->ORK,1,EDI->ORK,1,EDI->ORK,1
19666,EDI-BTS,EDI,BTS,SVK,Europe,GBR,Europe,GBR-SVK,Europe-Europe,EDI,BTS,EDI->DUB->BTS,2,EDI->MUC->LTN->BTS,3,EDI->DUB->BTS,2
19667,EDI-RTM,EDI,RTM,NLD,Europe,GBR,Europe,GBR-NLD,Europe-Europe,EDI,RTM,EDI->DUB->LCY->RTM,3,EDI->BCN->RTM,2,EDI->AGP->RTM,2
19668,EDI-GOA,EDI,GOA,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,GOA,EDI->ORK->LGW->GOA,3,EDI->AMS->STN->GOA,3,EDI->MUC->GOA,2
19669,EDI-GCI,EDI,GCI,GGY,Europe,GBR,Europe,GBR-GGY,Europe-Europe,EDI,GCI,EDI->MUC->LGW->GCI,3,EDI->GVA->LGW->GCI,3,EDI->CDG->LGW->GCI,3
19670,EDI-DFW,EDI,DFW,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,DFW,EDI->DUB->MAD->DFW,3,EDI->CDG->DFW,2,EDI->MAD->DFW,2
19671,EDI-WRO,EDI,WRO,POL,Europe,GBR,Europe,GBR-POL,Europe-Europe,EDI,WRO,EDI->DUB->LTN->WRO,3,EDI->HAM->STN->WRO,3,EDI->SXF->STN->WRO,3
19672,EDI-OPF,EDI,OPF,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,OPF,EDI->FRA->LHR->OPF,3,EDI->GVA->CDG->OPF,3,EDI->MAD->OPF,2
19673,EDI-BMA,EDI,BMA,SWE,Europe,GBR,Europe,GBR-SWE,Europe-Europe,EDI,BMA,EDI->BRU->BMA,2,EDI->BRU->BMA,2,EDI->BRU->BMA,2
19674,EDI-MAA,EDI,MAA,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,MAA,EDI->FRA->MAA,2,EDI->FRA->MAA,2,EDI->FRA->MAA,2
19676,EDI-TNG,EDI,TNG,MAR,Africa,GBR,Europe,GBR-MAR,Europe-Africa,EDI,TNG,EDI->MAD->TNG,2,EDI->MAD->TNG,2,EDI->MAD->TNG,2
19677,EDI-CCF,EDI,CCF,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,CCF,EDI->CRL->CCF,2,EDI->AMS->STN->CCF,3,EDI->CRL->CCF,2
19678,EDI-RDU,EDI,RDU,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,RDU,EDI->CDG->RDU,2,EDI->CDG->RDU,2,EDI->CDG->RDU,2
19679,EDI-ANR,EDI,ANR,BEL,Europe,GBR,Europe,GBR-BEL,Europe-Europe,EDI,ANR,EDI->DUB->SEN->ANR,3,EDI->FAO->SEN->ANR,3,EDI->AMS->SEN->ANR,3
19680,EDI-TRD,EDI,TRD,NOR,Europe,GBR,Europe,GBR-NOR,Europe-Europe,EDI,TRD,EDI->CPH->TRD,2,EDI->SXF->CPH->TRD,3,EDI->CPH->TRD,2
19681,EDI-FMM,EDI,FMM,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,FMM,EDI->BGY->STN->FMM,3,EDI->DUB->STN->FMM,3,EDI->AMS->STN->FMM,3
19682,EDI-TKU,EDI,TKU,FIN,Europe,GBR,Europe,GBR-FIN,Europe-Europe,EDI,TKU,EDI->ARN->TKU,2,EDI->FRA->ARN->TKU,3,EDI->OSL->ARN->TKU,3
19683,EDI-SHJ,EDI,SHJ,ARE,Asia,GBR,Europe,GBR-ARE,Europe-Asia,EDI,SHJ,EDI->FRA->DME->SHJ,3,EDI->MUC->DME->SHJ,3,EDI->CPH->DUS->DME->SHJ,4
19684,EDI-DTM,EDI,DTM,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,DTM,EDI->FRA->OTP->DTM,3,EDI->MXP->STN->DTM,3,EDI->CDG->STN->DTM,3
19685,EDI-BLR,EDI,BLR,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,BLR,EDI->GVA->FRA->BLR,3,EDI->CDG->BLR,2,EDI->CDG->BLR,2
19686,EDI-BLR,EDI,BLR,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,BLR,EDI->GVA->FRA->BLR,3,EDI->CDG->BLR,2,EDI->CDG->BLR,2
19687,EDI-YOW,EDI,YOW,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YOW,EDI->BRU->LHR->YOW,3,EDI->DUB->LHR->YOW,3,EDI->ORK->LHR->YOW,3
19688,EDI-ZAZ,EDI,ZAZ,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,ZAZ,EDI->BGY->STN->ZAZ,3,EDI->DUB->STN->ZAZ,3,EDI->AMS->STN->ZAZ,3
19689,EDI-SWF,EDI,SWF,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,SWF,EDI->DUB->SWF,2,EDI->DUB->SWF,2,EDI->DUB->SWF,2
19690,EDI-BDA,EDI,BDA,BMU,Americas,GBR,Europe,GBR-BMU,Europe-Americas,EDI,BDA,EDI->HAM->LGW->BDA,3,EDI->ORK->LGW->BDA,3,EDI->AMS->LGW->BDA,3
19691,EDI-KIR,EDI,KIR,IRL,Europe,GBR,Europe,GBR-IRL,Europe-Europe,EDI,KIR,EDI->MUC->LTN->KIR,3,EDI->GVA->LTN->KIR,3,EDI->ORK->LTN->KIR,3
19692,EDI-BWI,EDI,BWI,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,BWI,EDI->AMS->LHR->BWI,3,EDI->ORK->LHR->BWI,3,EDI->FRA->LHR->BWI,3
19693,EDI-TMP,EDI,TMP,FIN,Europe,GBR,Europe,GBR-FIN,Europe-Europe,EDI,TMP,EDI->BRU->ARN->TMP,3,EDI->ARN->TMP,2,EDI->ARN->TMP,2
19694,EDI-RNS,EDI,RNS,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,RNS,EDI->AMS->SEN->RNS,3,EDI->AMS->SEN->RNS,3,EDI->DUB->SEN->RNS,3
19695,EDI-LBG,EDI,LBG,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,LBG,EDI->GVA->LBG,2,EDI->GVA->LBG,2,EDI->GVA->LBG,2
19696,EDI-NRN,EDI,NRN,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,NRN,EDI->AGP->NRN,2,EDI->AGP->NRN,2,EDI->AGP->NRN,2
19697,EDI-GRQ,EDI,GRQ,NLD,Europe,GBR,Europe,GBR-NLD,Europe-Europe,EDI,GRQ,EDI->AMS->SEN->GRQ,3,EDI->DUB->SEN->GRQ,3,EDI->DUB->SEN->GRQ,3
19698,EDI-VVI,EDI,VVI,BOL,Americas,GBR,Europe,GBR-BOL,Europe-Americas,EDI,VVI,EDI->MAD->VVI,2,EDI->MAD->VVI,2,EDI->MAD->VVI,2
19699,EDI-CSF,EDI,CSF,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,CSF,EDI->DUB->CIA->CSF,3,EDI->CIA->CSF,2,EDI->CIA->CSF,2
19700,EDI-MPL,EDI,MPL,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,MPL,EDI->TXL->LGW->MPL,3,EDI->AMS->LGW->MPL,3,EDI->DUB->LGW->MPL,3
19701,EDI-XFW,EDI,XFW,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,XFW,EDI->BRU->TLS->XFW,3,EDI->FRA->TLS->XFW,3,EDI->GVA->TLS->XFW,3
19702,EDI-MHQ,EDI,MHQ,FIN,Europe,GBR,Europe,GBR-FIN,Europe-Europe,EDI,MHQ,EDI->ARN->MHQ,2,EDI->ARN->MHQ,2,EDI->OSL->ARN->MHQ,3
19703,EDI-PDX,EDI,PDX,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,PDX,EDI->AMS->PDX,2,EDI->AMS->PDX,2,EDI->AMS->PDX,2
19704,EDI-BDS,EDI,BDS,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,BDS,EDI->GVA->BDS,2,EDI->CPH->GVA->BDS,3,EDI->GVA->BDS,2
19705,EDI-TPE,EDI,TPE,TWN,Asia,GBR,Europe,GBR-TWN,Europe-Asia,EDI,TPE,EDI->AMS->TPE,2,EDI->AMS->TPE,2,EDI->AMS->TPE,2
19706,EDI-IND,EDI,IND,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,IND,EDI->HAM->CDG->IND,3,EDI->CDG->IND,2,EDI->CDG->IND,2
19707,EDI-VBS,EDI,VBS,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,VBS,EDI->MAD->LGW->VBS,3,EDI->MXP->LGW->VBS,3,EDI->CDG->LGW->VBS,3
19708,EDI-SNN,EDI,SNN,IRL,Europe,GBR,Europe,GBR-IRL,Europe-Europe,EDI,SNN,EDI->TXL->LHR->SNN,3,EDI->DUB->BHX->SNN,3,EDI->CPH->LGW->SNN,3
19709,EDI-YHU,EDI,YHU,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YHU,EDI->CDG->YHU,2,EDI->CDG->YHU,2,EDI->CDG->YHU,2
19710,LTN-ZRH,LTN,ZRH,CHE,Europe,GBR,Europe,GBR-CHE,Europe-Europe,LTN,ZRH,LTN->ZRH,1,LTN->ZRH,1,LTN->ZRH,1
19711,LTN-FRA,LTN,FRA,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,LTN,FRA,LTN->AMS->FRA,2,LTN->TLS->FRA,2,LTN->DUB->BHX->FRA,3
19712,LTN-CDG,LTN,CDG,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,LTN,CDG,LTN->CDG,1,LTN->CDG,1,LTN->CDG,1
19713,LTN-GRU,LTN,GRU,BRA,Americas,GBR,Europe,GBR-BRA,Europe-Americas,LTN,GRU,LTN->AMS->GRU,2,LTN->MAD->GRU,2,LTN->MXP->GRU,2
19714,LTN-LAX,LTN,LAX,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,LAX,LTN->DUB->LGW->LAX,3,LTN->WAW->LAX,2,LTN->CDG->LAX,2
19715,LTN-EZE,LTN,EZE,ARG,Americas,GBR,Europe,GBR-ARG,Europe-Americas,LTN,EZE,LTN->AMS->LGW->EZE,3,LTN->CDG->EZE,2,LTN->CDG->EZE,2
19716,LTN-SJC,LTN,SJC,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,SJC,LTN->CPH->LHR->SJC,3,LTN->CDG->LHR->SJC,3,LTN->CDG->LHR->SJC,3
19717,LTN-SFO,LTN,SFO,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,SFO,LTN->ZRH->SFO,2,LTN->CPH->SFO,2,LTN->CPH->SFO,2
19718,LTN-PHX,LTN,PHX,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,PHX,LTN->AMS->LHR->PHX,3,LTN->MXP->LHR->PHX,3,LTN->ZRH->LHR->PHX,3
19719,LTN-SAN,LTN,SAN,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,SAN,LTN->BUD->FRA->SAN,3,LTN->PRG->LHR->SAN,3,LTN->ZRH->LHR->SAN,3
19720,LTN-VIE,LTN,VIE,AUT,Europe,GBR,Europe,GBR-AUT,Europe-Europe,LTN,VIE,LTN->MXP->VIE,2,LTN->BUD->VIE,2,LTN->AMS->VIE,2
19721,LTN-ORD,LTN,ORD,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,ORD,LTN->AMS->ORD,2,LTN->DUB->ORD,2,LTN->AMS->ORD,2
19722,LTN-HHR,LTN,HHR,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,HHR,LTN->ZRH->HHR,2,LTN->CDG->HHR,2,LTN->CDG->HHR,2
19723,LTN-MSP,LTN,MSP,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,MSP,LTN->CDG->MSP,2,LTN->AMS->MSP,2,LTN->AMS->MSP,2
19724,LTN-JFK,LTN,JFK,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,LTN,JFK,LTN->CDG->JFK,2,LTN->CDG->JFK,2,LTN->BCN->JFK,2
19725,LTN-AMS,LTN,AMS,NLD,Europe,GBR,Europe,GBR-NLD,Europe-Europe,LTN,AMS,LTN->AMS,1,LTN->AMS,1,LTN->AMS,1
19726,LTN-YYZ,LTN,YYZ,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,LTN,YYZ,LTN->CPH->YYZ,2,LTN->DUB->YYZ,2,LTN->CDG->YYZ,2
